,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"IMPORTANT:
 1->10->2->3->-4>...",,Revisit - new,,,Annotator,,,,,,,,,,,,,,,,,,,,,,,,Revisit
"Which two numbers on the number pad were not pressed? Answer with two numbers separated by a comma.
 
 (A) 2,3
 (B) 0,4
 (C) 2,4
 (D) 1,4",/nas2/benchmarks/vpi/real/processed/numberpad/0010_pt1.mp4,numberpad,No,Location,Set,Sihyun,"Action ambiguity, Symbolic decoding",Set,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 1st from the bottom?
 
 (A) alligator
 (B) monkey
 (C) tiger
 (D) hippo",/nas2/benchmarks/vpi/real/processed/cup_stacking/0001_pt1.mp4,cup_stacking_1st,No,Attribute,Sequence,Sihyun,Occlusion,Indexed attributes,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 1st from the bottom?
 
 (A) tiger
 (B) lion
 (C) hippo
 (D) giraffe",/nas2/benchmarks/vpi/real/processed/cup_stacking/0002_pt1.mp4,cup_stacking_1st,No,Attribute,Sequence,Sihyun,Occlusion,Indexed attributes,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 1st from the bottom?
  
  (A) elephant
  (B) tiger
  (C) giraffe
  (D) alligator",/nas2/benchmarks/vpi/real/processed/cup_stacking/0003.mp4,cup_stacking_1st,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 1st from the bottom?
  
  (A) elephant
  (B) zebra
  (C) giraffe
  (D) lion",/nas2/benchmarks/vpi/real/processed/cup_stacking/0004.mp4,cup_stacking_1st,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 1st from the bottom?
 
 (A) giraffe
 (B) hippo
 (C) lion
 (D) monkey",/nas2/benchmarks/vpi/real/processed/cup_stacking/0005_pt1.mp4,cup_stacking_1st,No,Attribute,Sequence,Sihyun,Occlusion,Indexed attributes,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 1st from the bottom?
  
  (A) hippo
  (B) giraffe
  (C) tiger
  (D) elephant",/nas2/benchmarks/vpi/real/processed/cup_stacking/0006.mp4,cup_stacking_1st,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 1st from the bottom?
  
  (A) hippo
  (B) giraffe
  (C) elephant
  (D) lion",/nas2/benchmarks/vpi/real/processed/cup_stacking/0007.mp4,cup_stacking_1st,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 1st from the bottom?
  
  (A) monkey
  (B) giraffe
  (C) hippo
  (D) lion",/nas2/benchmarks/vpi/real/processed/cup_stacking/0008.mp4,cup_stacking_1st,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 1st from the bottom?
 
 (A) giraffe
 (B) zebra
 (C) monkey
 (D) hippo",/nas2/benchmarks/vpi/real/processed/cup_stacking/0009_pt1.mp4,cup_stacking_1st,No,Attribute,Sequence,Sihyun,Occlusion,Indexed attributes,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 1st from the bottom?
  
  (A) monkey
  (B) tiger
  (C) lion
  (D) elephant",/nas2/benchmarks/vpi/real/processed/cup_stacking/0010.mp4,cup_stacking_1st,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 2nd from the bottom?
  
  (A) monkey
  (B) lion
  (C) hippo
  (D) elephant",/nas2/benchmarks/vpi/real/processed/cup_stacking/0001.mp4,cup_stacking_2nd,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 2nd from the bottom?
 
 (A) elephant
 (B) alligator
 (C) zebra
 (D) tiger",/nas2/benchmarks/vpi/real/processed/cup_stacking/0002_pt1.mp4,cup_stacking_2nd,No,Attribute,Sequence,Sihyun,Occlusion,Indexed attributes,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 2nd from the bottom?
  
  (A) giraffe
  (B) alligator
  (C) monkey
  (D) lion",/nas2/benchmarks/vpi/real/processed/cup_stacking/0003.mp4,cup_stacking_2nd,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 2nd from the bottom?
  
  (A) elephant
  (B) giraffe
  (C) hippo
  (D) tiger",/nas2/benchmarks/vpi/real/processed/cup_stacking/0004.mp4,cup_stacking_2nd,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 2nd from the bottom?
  
  (A) alligator
  (B) giraffe
  (C) elephant
  (D) monkey",/nas2/benchmarks/vpi/real/processed/cup_stacking/0005.mp4,cup_stacking_2nd,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 2nd from the bottom?
 
 (A) tiger
 (B) alligator
 (C) zebra
 (D) giraffe",/nas2/benchmarks/vpi/real/processed/cup_stacking/0006_pt1.mp4,cup_stacking_2nd,No,Attribute,Sequence,Sihyun,Occlusion,Indexed attributes,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 2nd from the bottom?
  
  (A) monkey
  (B) giraffe
  (C) alligator
  (D) tiger",/nas2/benchmarks/vpi/real/processed/cup_stacking/0007.mp4,cup_stacking_2nd,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 2nd from the bottom?
  
  (A) alligator
  (B) giraffe
  (C) zebra
  (D) tiger",/nas2/benchmarks/vpi/real/processed/cup_stacking/0008.mp4,cup_stacking_2nd,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 2nd from the bottom?
 
 (A) giraffe
 (B) alligator
 (C) monkey
 (D) lion",/nas2/benchmarks/vpi/real/processed/cup_stacking/0009_pt1.mp4,cup_stacking_2nd,No,Attribute,Sequence,Sihyun,Occlusion,Indexed attributes,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 2nd from the bottom?
  
  (A) elephant
  (B) zebra
  (C) giraffe
  (D) tiger",/nas2/benchmarks/vpi/real/processed/cup_stacking/0010.mp4,cup_stacking_2nd,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 3rd from the bottom?
  
  (A) hippo
  (B) giraffe
  (C) elephant
  (D) alligator",/nas2/benchmarks/vpi/real/processed/cup_stacking/0001.mp4,cup_stacking_3rd,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 3rd from the bottom?
  
  (A) zebra
  (B) monkey
  (C) hippo
  (D) lion",/nas2/benchmarks/vpi/real/processed/cup_stacking/0002.mp4,cup_stacking_3rd,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 3rd from the bottom?
 
 (A) elephant
 (B) monkey
 (C) hippo
 (D) tiger",/nas2/benchmarks/vpi/real/processed/cup_stacking/0003_pt1.mp4,cup_stacking_3rd,No,Attribute,Sequence,Sihyun,Occlusion,Indexed attributes,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 3rd from the bottom?
  
  (A) monkey
  (B) tiger
  (C) alligator
  (D) giraffe",/nas2/benchmarks/vpi/real/processed/cup_stacking/0004.mp4,cup_stacking_3rd,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 3rd from the bottom?
  
  (A) zebra
  (B) tiger
  (C) giraffe
  (D) monkey",/nas2/benchmarks/vpi/real/processed/cup_stacking/0005.mp4,cup_stacking_3rd,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 3rd from the bottom?
 
 (A) alligator
 (B) hippo
 (C) lion
 (D) zebra",/nas2/benchmarks/vpi/real/processed/cup_stacking/0006_pt1.mp4,cup_stacking_3rd,No,Attribute,Sequence,Sihyun,Occlusion,Indexed attributes,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 3rd from the bottom?
  
  (A) alligator
  (B) giraffe
  (C) lion
  (D) tiger",/nas2/benchmarks/vpi/real/processed/cup_stacking/0007.mp4,cup_stacking_3rd,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 3rd from the bottom?
  
  (A) lion
  (B) giraffe
  (C) zebra
  (D) elephant",/nas2/benchmarks/vpi/real/processed/cup_stacking/0008.mp4,cup_stacking_3rd,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 3rd from the bottom?
  
  (A) tiger
  (B) elephant
  (C) hippo
  (D) monkey",/nas2/benchmarks/vpi/real/processed/cup_stacking/0009.mp4,cup_stacking_3rd,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 3rd from the bottom?
 
 (A) hippo
 (B) alligator
 (C) tiger
 (D) giraffe",/nas2/benchmarks/vpi/real/processed/cup_stacking/0010_pt1.mp4,cup_stacking_3rd,No,Attribute,Sequence,Sihyun,Occlusion,Indexed attributes,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 4th from the bottom?
  
  (A) tiger
  (B) hippo
  (C) elephant
  (D) alligator",/nas2/benchmarks/vpi/real/processed/cup_stacking/0001.mp4,cup_stacking_4th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 4th from the bottom?
  
  (A) lion
  (B) monkey
  (C) hippo
  (D) zebra",/nas2/benchmarks/vpi/real/processed/cup_stacking/0002.mp4,cup_stacking_4th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 4th from the bottom?
 
 (A) lion
 (B) zebra
 (C) tiger
 (D) elephant",/nas2/benchmarks/vpi/real/processed/cup_stacking/0003_pt1.mp4,cup_stacking_4th,No,Attribute,Sequence,Sihyun,Occlusion,Indexed attributes,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 4th from the bottom?
  
  (A) zebra
  (B) tiger
  (C) monkey
  (D) lion",/nas2/benchmarks/vpi/real/processed/cup_stacking/0004.mp4,cup_stacking_4th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 4th from the bottom?
  
  (A) hippo
  (B) tiger
  (C) alligator
  (D) monkey",/nas2/benchmarks/vpi/real/processed/cup_stacking/0005.mp4,cup_stacking_4th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 4th from the bottom?
  
  (A) elephant
  (B) hippo
  (C) lion
  (D) monkey",/nas2/benchmarks/vpi/real/processed/cup_stacking/0006.mp4,cup_stacking_4th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 4th from the bottom?
 
 (A) elephant
 (B) monkey
 (C) zebra
 (D) giraffe",/nas2/benchmarks/vpi/real/processed/cup_stacking/0007_pt1.mp4,cup_stacking_4th,No,Attribute,Sequence,Sihyun,Occlusion,Indexed attributes,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 4th from the bottom?
  
  (A) alligator
  (B) tiger
  (C) zebra
  (D) giraffe",/nas2/benchmarks/vpi/real/processed/cup_stacking/0008.mp4,cup_stacking_4th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 4th from the bottom?
  
  (A) monkey
  (B) hippo
  (C) zebra
  (D) giraffe",/nas2/benchmarks/vpi/real/processed/cup_stacking/0009.mp4,cup_stacking_4th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 4th from the bottom?
 
 (A) alligator
 (B) zebra
 (C) elephant
 (D) giraffe",/nas2/benchmarks/vpi/real/processed/cup_stacking/0010_pt1.mp4,cup_stacking_4th,No,Attribute,Sequence,Sihyun,Occlusion,Indexed attributes,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 5th from the bottom?
  
  (A) tiger
  (B) hippo
  (C) zebra
  (D) elephant",/nas2/benchmarks/vpi/real/processed/cup_stacking/0001.mp4,cup_stacking_5th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 5th from the bottom?
  
  (A) monkey
  (B) tiger
  (C) lion
  (D) alligator",/nas2/benchmarks/vpi/real/processed/cup_stacking/0002.mp4,cup_stacking_5th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 5th from the bottom?
  
  (A) lion
  (B) zebra
  (C) monkey
  (D) alligator",/nas2/benchmarks/vpi/real/processed/cup_stacking/0003.mp4,cup_stacking_5th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 5th from the bottom?
 
 (A) elephant
 (B) zebra
 (C) hippo
 (D) tiger",/nas2/benchmarks/vpi/real/processed/cup_stacking/0004_pt1.mp4,cup_stacking_5th,No,Attribute,Sequence,Sihyun,Occlusion,Indexed attributes,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 5th from the bottom?
  
  (A) hippo
  (B) lion
  (C) giraffe
  (D) alligator",/nas2/benchmarks/vpi/real/processed/cup_stacking/0005.mp4,cup_stacking_5th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 5th from the bottom?
  
  (A) tiger
  (B) monkey
  (C) lion
  (D) zebra",/nas2/benchmarks/vpi/real/processed/cup_stacking/0006.mp4,cup_stacking_5th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 5th from the bottom?
 
 (A) hippo
 (B) giraffe
 (C) monkey
 (D) lion",/nas2/benchmarks/vpi/real/processed/cup_stacking/0007_pt1.mp4,cup_stacking_5th,No,Attribute,Sequence,Sihyun,Occlusion,Indexed attributes,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 5th from the bottom?
  
  (A) elephant
  (B) lion
  (C) alligator
  (D) hippo",/nas2/benchmarks/vpi/real/processed/cup_stacking/0008.mp4,cup_stacking_5th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 5th from the bottom?
  
  (A) tiger
  (B) elephant
  (C) lion
  (D) hippo",/nas2/benchmarks/vpi/real/processed/cup_stacking/0009.mp4,cup_stacking_5th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 5th from the bottom?
  
  (A) elephant
  (B) monkey
  (C) giraffe
  (D) tiger",/nas2/benchmarks/vpi/real/processed/cup_stacking/0010.mp4,cup_stacking_5th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 6th from the bottom?
 
 (A) lion
 (B) zebra
 (C) tiger
 (D) giraffe",/nas2/benchmarks/vpi/real/processed/cup_stacking/0001_pt1.mp4,cup_stacking_6th,No,Attribute,Sequence,Sihyun,Occlusion,Indexed attributes,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 6th from the bottom?
  
  (A) zebra
  (B) tiger
  (C) elephant
  (D) giraffe",/nas2/benchmarks/vpi/real/processed/cup_stacking/0002.mp4,cup_stacking_6th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 6th from the bottom?
  
  (A) hippo
  (B) tiger
  (C) giraffe
  (D) lion",/nas2/benchmarks/vpi/real/processed/cup_stacking/0003.mp4,cup_stacking_6th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 6th from the bottom?
 
 (A) giraffe
 (B) zebra
 (C) tiger
 (D) hippo",/nas2/benchmarks/vpi/real/processed/cup_stacking/0004_pt1.mp4,cup_stacking_6th,No,Attribute,Sequence,Sihyun,Occlusion,Indexed attributes,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 6th from the bottom?
  
  (A) monkey
  (B) lion
  (C) elephant
  (D) zebra",/nas2/benchmarks/vpi/real/processed/cup_stacking/0005.mp4,cup_stacking_6th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 6th from the bottom?
  
  (A) alligator
  (B) tiger
  (C) zebra
  (D) hippo",/nas2/benchmarks/vpi/real/processed/cup_stacking/0006.mp4,cup_stacking_6th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 6th from the bottom?
  
  (A) alligator
  (B) zebra
  (C) tiger
  (D) lion",/nas2/benchmarks/vpi/real/processed/cup_stacking/0007.mp4,cup_stacking_6th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 6th from the bottom?
 
 (A) alligator
 (B) elephant
 (C) lion
 (D) hippo",/nas2/benchmarks/vpi/real/processed/cup_stacking/0008_pt1.mp4,cup_stacking_6th,No,Attribute,Sequence,Sihyun,Occlusion,Indexed attributes,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 6th from the bottom?
  
  (A) giraffe
  (B) elephant
  (C) monkey
  (D) zebra",/nas2/benchmarks/vpi/real/processed/cup_stacking/0009.mp4,cup_stacking_6th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 6th from the bottom?
  
  (A) monkey
  (B) zebra
  (C) lion
  (D) giraffe",/nas2/benchmarks/vpi/real/processed/cup_stacking/0010.mp4,cup_stacking_6th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 7th from the bottom?
 
 (A) monkey
 (B) lion
 (C) tiger
 (D) zebra",/nas2/benchmarks/vpi/real/processed/cup_stacking/0001_pt1.mp4,cup_stacking_7th,No,Attribute,Sequence,Sihyun,Occlusion,Indexed attributes,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 7th from the bottom?
  
  (A) lion
  (B) elephant
  (C) hippo
  (D) giraffe",/nas2/benchmarks/vpi/real/processed/cup_stacking/0002.mp4,cup_stacking_7th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 7th from the bottom?
  
  (A) elephant
  (B) lion
  (C) monkey
  (D) zebra",/nas2/benchmarks/vpi/real/processed/cup_stacking/0003.mp4,cup_stacking_7th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 7th from the bottom?
  
  (A) elephant
  (B) tiger
  (C) alligator
  (D) giraffe",/nas2/benchmarks/vpi/real/processed/cup_stacking/0004.mp4,cup_stacking_7th,,Attribute,Dict,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 7th from the bottom?
 
 (A) tiger
 (B) alligator
 (C) monkey
 (D) hippo",/nas2/benchmarks/vpi/real/processed/cup_stacking/0005_pt1.mp4,cup_stacking_7th,No,Attribute,Sequence,Sihyun,Occlusion,Indexed attributes,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 7th from the bottom?
  
  (A) monkey
  (B) hippo
  (C) elephant
  (D) tiger",/nas2/benchmarks/vpi/real/processed/cup_stacking/0006.mp4,cup_stacking_7th,,,,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 7th from the bottom?
  
  (A) elephant
  (B) giraffe
  (C) tiger
  (D) alligator",/nas2/benchmarks/vpi/real/processed/cup_stacking/0007.mp4,cup_stacking_7th,,,,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 7th from the bottom?
 
 (A) hippo
 (B) zebra
 (C) giraffe
 (D) tiger",/nas2/benchmarks/vpi/real/processed/cup_stacking/0008_pt1.mp4,cup_stacking_7th,No,Attribute,Sequence,Sihyun,Occlusion,Indexed attributes,Readout,FALSE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 7th from the bottom?
  
  (A) monkey
  (B) zebra
  (C) hippo
  (D) tiger",/nas2/benchmarks/vpi/real/processed/cup_stacking/0009.mp4,cup_stacking_7th,,,,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"What animal is drawn on the cup that is 7th from the bottom?
  
  (A) monkey
  (B) giraffe
  (C) elephant
  (D) tiger",/nas2/benchmarks/vpi/real/processed/cup_stacking/0010.mp4,cup_stacking_7th,,,,Sihyun,Occlusion,Indexed attributes,Readout,TRUE,,,,,,,,,,,,,,,,,,,,No
"In the video, papers and chopsticks are being distributed into cups so that each cup has the same amount. How many green papers need to be added so that all cups have the same number of green papers?",/nas2/benchmarks/vpi/real/processed/packing_order/0001.mp4,packing_order_green,,,,Sihyun,Occlusion,Indexed counters,Project,TRUE,,,,,,,,,,,,,,,,,,,,No
"In the video, papers and chopsticks are being distributed into cups so that each cup has the same amount. How many green papers need to be added so that all cups have the same number of green papers?",/nas2/benchmarks/vpi/real/processed/packing_order/0002_pt1.mp4,packing_order_green,No,Count,Dict,Sihyun,Occlusion,Indexed counters,Project,FALSE,,,,,,,,,,,,,,,,,,,,No
"In the video, papers and chopsticks are being distributed into cups so that each cup has the same amount. How many green papers need to be added so that all cups have the same number of green papers?",/nas2/benchmarks/vpi/real/processed/packing_order/0003.mp4,packing_order_green,,,,Sihyun,Occlusion,Indexed counters,Project,TRUE,,,,,,,,,,,,,,,,,,,,No
